db_id	vndb_id	name	field	db_value	vndb_value	legacy
208	c37803	阿托伊	cv	原由実	原 由実	legacy
208	c37803	阿托伊	company	Aquaplus	AQUAPLUS	legacy
209	c37800	乌露露	cv	佐倉綾音	佐倉 綾音	legacy
209	c37800	乌露露	hair_color	白色	灰色	legacy
209	c37800	乌露露	hair_color_family	white	gray	legacy
209	c37800	乌露露	company	Aquaplus	AQUAPLUS	legacy
417	c414	卡谬	cv	釘宮理恵	釘宮 理恵	legacy
417	c414	卡谬	hair_color	灰色	红色	legacy
417	c414	卡谬	hair_color_family	gray	red	legacy
417	c414	卡谬	company	Leaf	AQUAPLUS	legacy
424	c8387	贝纳威	cv	浪川大輔	浪川 大輔	legacy
424	c8387	贝纳威	company	Leaf	AQUAPLUS	legacy
425	c8388	克罗	cv	小山剛志	小山 剛志	legacy
425	c8388	克罗	company	Leaf	AQUAPLUS	legacy
319	c68283	加藤羽未	cv	田中あいみ	田中 あいみ	legacy
319	c68283	加藤羽未	hair_color	紫色	黑色	legacy
319	c68283	加藤羽未	hair_color_family	purple	black	legacy
84	c5318	向坂环	cv	伊藤静	伊藤 静	legacy
84	c5318	向坂环	hair_color	红色	棕色	legacy
84	c5318	向坂环	hair_color_family	red	brown	legacy
84	c5318	向坂环	company	Leaf	AQUAPLUS	legacy
87	c15063	姬百合珊瑚	cv	川瀬ゆう子	石塚 さより	legacy
87	c15063	姬百合珊瑚	company	Leaf	AQUAPLUS	legacy
88	c15068	久寿川莎莎拉	cv	小野涼子	小野 涼子	legacy
88	c15068	久寿川莎莎拉	hair_color	银白	金色	legacy
88	c15068	久寿川莎莎拉	hair_color_family	white	blond	legacy
88	c15068	久寿川莎莎拉	company	Leaf	AQUAPLUS	legacy
217	c15062	柚原木实	cv	力丸乃りこ	力丸 乃りこ	legacy
217	c15062	柚原木实	company	Leaf	AQUAPLUS	legacy
397	c5317	十波由真	cv	生天目仁美	生天目 仁美	legacy
397	c5317	十波由真	company	Leaf	AQUAPLUS	legacy
398	c5319	笹森花梨	cv	中島沙樹	中島 沙樹	legacy
398	c5319	笹森花梨	company	Leaf	AQUAPLUS	legacy
401	c15066	草壁优季	cv	佐藤利奈	佐藤 利奈	legacy
401	c15066	草壁优季	company	Leaf	AQUAPLUS	legacy
195	c200	右代宫金蔵	hair_color	白色	黑色	legacy
195	c200	右代宫金蔵	hair_color_family	white	black	legacy
188	c3826	知惠留美子	cv	折笠富美子	折笠 富美子	legacy
188	c3826	知惠留美子	work	寒蝉鸣泣之时	ひぐらしの哭く頃に 雀	legacy
188	c3826	知惠留美子	company	07th Expansion	株式会社AQインタラクティブ	legacy
188	c3826	知惠留美子	release_year	2002	2009	legacy
701	c578	橘千鹤	cv	まきいづみ	まき いづみ	legacy
701	c578	橘千鹤	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
701	c578	橘千鹤	release_year	2011	2010	legacy
703	c581	日下部麻子	cv	かわしまりの	かわしま りの	legacy
703	c581	日下部麻子	work	灰色的果实	灰色的迷宫	legacy
599	c520	菲奥奈·希尔瓦利亚	cv	橘桜	橘 桜	legacy
599	c520	菲奥奈·希尔瓦利亚	company	August	オーガスト	legacy
599	c520	菲奥奈·希尔瓦利亚	release_year	2011	2010	legacy
601	c531	莉西娅·德·诺瓦斯·尤利	cv	海老原柚葉	海老原 柚葉	legacy
601	c531	莉西娅·德·诺瓦斯·尤利	company	August	オーガスト	legacy
601	c531	莉西娅·德·诺瓦斯·尤利	release_year	2011	2010	legacy
366	c67	匂坂郁纪	company	Nitroplus	あそべる！ ＢＤゲーム	legacy
367	c68	户尾耕司	cv	片岡大二郎	片岡 大二郎	legacy
367	c68	户尾耕司	company	Nitroplus	あそべる！ ＢＤゲーム	legacy
369	c70	津久叶瑶	cv	矢沢泉	矢沢 泉	legacy
369	c70	津久叶瑶	company	Nitroplus	あそべる！ ＢＤゲーム	legacy
370	c71	丹保凉子	cv	佐藤まこと	佐藤 まこと	legacy
370	c71	丹保凉子	hair_color	绿色	棕色	legacy
370	c71	丹保凉子	hair_color_family	green	brown	legacy
370	c71	丹保凉子	company	Nitroplus	あそべる！ ＢＤゲーム	legacy
182	c88	干有彦	cv	鳥海浩輔	未知	legacy
182	c88	干有彦	hair_color	红色	黑色	legacy
182	c88	干有彦	hair_color_family	red	black	legacy
182	c88	干有彦	work	月姬	月姫	legacy
182	c88	干有彦	release_year	2000	1999	legacy
57	c36	卫宫	cv	諏訪部順一	諏訪部 順一	legacy
57	c36	卫宫	hair_color	白色	灰色	legacy
57	c36	卫宫	hair_color_family	white	gray	legacy
57	c36	卫宫	release_year	2004	2003	legacy
47	c16860	日向秀树	cv	木村良平	木村 良平	legacy
47	c16860	日向秀树	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
14	c478	古河渚	cv	中原麻衣	中原 麻衣	legacy
20	c476	冈崎朋也	cv	中村悠一	未知	legacy
15	c488	坂上智代	cv	桑島法子	桑島 法子	legacy
15	c488	坂上智代	hair_color	银蓝	蓝色	legacy
15	c488	坂上智代	hair_color_family	gray	blue	legacy
25	c201	枣恭介	cv	緑川光	緑川 光	legacy
43	c16859	立华奏	cv	花澤香菜	花澤 香菜	legacy
43	c16859	立华奏	hair_color	银白	白色	legacy
43	c16859	立华奏	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
331	c55091	鸣濑白羽	cv	小原好美	小原 好美	legacy
331	c55091	鸣濑白羽	hair_color	白色	蓝色	legacy
331	c55091	鸣濑白羽	hair_color_family	white	blue	legacy
171	c55093	空门苍	cv	高森奈津美	高森 奈津美	legacy
52	c55094	䌷·文德斯	cv	岩井映美里	岩井 映美里	legacy
27	c1867	能美库特莉亚芙卡	cv	若林直美	金子 明美	legacy
27	c1867	能美库特莉亚芙卡	hair_color	银白	蓝色	legacy
27	c1867	能美库特莉亚芙卡	hair_color_family	white	blue	legacy
1	c9995	神尾观铃	cv	川上とも子	川上 とも子	legacy
31	c1863	枣铃	cv	たみやすともえ	田宮 トモエ	legacy
26	c1865	神北小毬	cv	やなせなつみ	未知	legacy
26	c1865	神北小毬	work	Little Busters!	リトルバスターズ！ＳＳ	legacy
26	c1865	神北小毬	release_year	2007	2012	legacy
160	c15867	冈崎汐	cv	川澄綾子	こおろぎ さとみ	legacy
11	c2932	美坂栞	cv	小西寛子	小西 寛子	legacy
45	c16286	由依	cv	喜多村英梨	喜多村 英梨	legacy
45	c16286	由依	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
17	c501	伊吹风子	cv	野中藍	野中 藍	legacy
17	c501	伊吹风子	hair_color	黑色	绿色	legacy
17	c501	伊吹风子	hair_color_family	black	green	legacy
18	c537	藤林杏	cv	広橋涼	広橋 涼	legacy
16	c190	一之濑琴美	cv	能登麻美子	能登 麻美子	legacy
21	c4941	春原阳平	cv	阪口大助	阪口 大助	legacy
21	c4941	春原阳平	hair_color	金色	黑色	legacy
21	c4941	春原阳平	hair_color_family	blond	black	legacy
21	c4941	春原阳平	work	CLANNAD	CLANNAD - 被光守望着的坡道	legacy
21	c4941	春原阳平	release_year	2004	2008	legacy
36	c267	天王寺瑚太朗	cv	森田成一	森田 成一	legacy
36	c267	天王寺瑚太朗	work	Rewrite	Rewrite 超自研活动记录外传	legacy
36	c267	天王寺瑚太朗	release_year	2011	2016	legacy
4	c9990	国崎往人	cv	小野大輔	緑川 光	legacy
4	c9990	国崎往人	hair_color	灰色	白色	legacy
4	c9990	国崎往人	hair_color_family	gray	white	legacy
2	c9991	雾岛佳乃	cv	岡本麻弥	岡本 麻見	legacy
3	c9993	远野美凪	cv	柚木涼香	柚木 涼香	legacy
6	c2927	月宫亚由	cv	堀江由衣	堀江 由衣	legacy
7	c2928	水濑名雪	cv	國府田マリ子	國府田 マリ子	legacy
8	c2930	泽渡真琴	cv	飯塚雅弓	飯塚 雅弓	legacy
8	c2930	泽渡真琴	hair_color	橙色	蓝色	legacy
8	c2930	泽渡真琴	hair_color_family	orange	blue	legacy
9	c2936	川澄舞	cv	久川綾	田村 ゆかり	legacy
10	c2937	相泽祐一	cv	杉田智和	杉田 智和	legacy
24	c192	直枝理树	cv	堀江由衣	田宮 トモエ	legacy
32	c1874	来谷唯湖	cv	田中涼子	田中 涼子	legacy
29	c1864	三枝叶留佳	cv	すずきけいこ	すずき けいこ	legacy
29	c1864	三枝叶留佳	hair_color	紫色	蓝色	legacy
29	c1864	三枝叶留佳	hair_color_family	purple	blue	legacy
28	c1873	西园美鱼	cv	河原木志穂	荒井 悠美	legacy
161	c1875	朱鹭户沙耶	cv	田村ゆかり	風音	legacy
35	c194	宫泽谦吾	cv	織田優成	織田 優成	legacy
34	c193	井之原真人	cv	神奈延年	神奈 延年	legacy
39	c5418	篝	cv	花澤香菜	花澤 香菜	legacy
39	c5418	篝	hair_color	银色	紫色	legacy
39	c5418	篝	hair_color_family	white	purple	legacy
39	c5418	篝	release_year	2011	2010	legacy
38	c272	千里朱音	cv	喜多村英梨	喜多村 英梨	legacy
38	c272	千里朱音	release_year	2011	2010	legacy
40	c270	中津静流	cv	すずきけいこ	すずき けいこ	legacy
40	c270	中津静流	release_year	2011	2010	legacy
41	c302	此花露西娅	cv	朝樹りさ	朝樹 りさ	legacy
41	c302	此花露西娅	hair_color	紫色	黑色	legacy
41	c302	此花露西娅	hair_color_family	purple	black	legacy
41	c302	此花露西娅	work	Rewrite	Rewrite 超自研活动记录外传	legacy
41	c302	此花露西娅	release_year	2011	2016	legacy
42	c303	凤千早	cv	篠宮沙弥	篠宮 沙弥	legacy
42	c303	凤千早	hair_color	橙色	蓝色	legacy
42	c303	凤千早	hair_color_family	orange	blue	legacy
42	c303	凤千早	work	Rewrite	Rewrite 超自研活动记录外传	legacy
42	c303	凤千早	release_year	2011	2016	legacy
51	c55092	久岛鸥	cv	嶺内ともみ	嶺内 ともみ	legacy
316	c55090	鹰原羽依里	cv	千葉翔也	千葉 翔也	legacy
37	c241	神户小鸟	cv	斎藤千和	斎藤 千和	legacy
37	c241	神户小鸟	release_year	2011	2010	legacy
46	c16857	音无结弦	cv	神谷浩史	神谷 浩史	legacy
46	c16857	音无结弦	hair_color	橙色	红色	legacy
46	c16857	音无结弦	hair_color_family	orange	red	legacy
46	c16857	音无结弦	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
44	c16858	仲村由理	cv	櫻井浩美	櫻井 浩美	legacy
44	c16858	仲村由理	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
48	c16284	岩泽	cv	澤城みゆき	沢城 みゆき	legacy
48	c16284	岩泽	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
49	c441	星野梦美	cv	すずきけいこ	すずき けいこ	legacy
49	c441	星野梦美	hair_color	浅蓝	蓝色	legacy
49	c441	星野梦美	work	planetarian ～星之梦～	planetarian～小小的星之梦～	legacy
5	c17376	神奈备命	cv	西村ちなみ	西村 ちなみ	legacy
53	c33	阿尔托莉雅·潘德拉贡	cv	川澄綾子	川澄 綾子	legacy
53	c33	阿尔托莉雅·潘德拉贡	release_year	2004	2003	legacy
54	c34	远坂凛	cv	植田佳奈	植田 佳奈	legacy
54	c34	远坂凛	release_year	2004	2003	legacy
56	c15	卫宫士郎	cv	杉山紀彰	杉山 紀彰	legacy
56	c15	卫宫士郎	release_year	2004	2003	legacy
55	c35	间桐樱	cv	下屋則子	下屋 則子	legacy
55	c35	间桐樱	release_year	2004	2003	legacy
59	c37	伊莉雅丝菲尔·冯·爱因兹贝伦	cv	門脇舞以	門脇 舞以	legacy
59	c37	伊莉雅丝菲尔·冯·爱因兹贝伦	hair_color	白色	红色	legacy
59	c37	伊莉雅丝菲尔·冯·爱因兹贝伦	hair_color_family	white	red	legacy
59	c37	伊莉雅丝菲尔·冯·爱因兹贝伦	release_year	2004	2003	legacy
64	c42	言峰绮礼	cv	中田譲治	中田 譲治	legacy
64	c42	言峰绮礼	hair_color	黑色	棕色	legacy
64	c42	言峰绮礼	hair_color_family	black	brown	legacy
64	c42	言峰绮礼	release_year	2004	2003	legacy
62	c38	库·丘林	cv	神奈延年	神奈 延年	legacy
62	c38	库·丘林	hair_color	蓝色	红色	legacy
62	c38	库·丘林	hair_color_family	blue	red	legacy
62	c38	库·丘林	work	Fate/stay night	Fate/hollow ataraxia	legacy
62	c38	库·丘林	release_year	2004	2005	legacy
179	c96619	卫宫切嗣	cv	小山力也	未知	legacy
179	c96619	卫宫切嗣	work	Fate/stay night	Fate/Zero The Adventure	legacy
179	c96619	卫宫切嗣	company	TYPE-MOON	株式会社ポッケ	legacy
179	c96619	卫宫切嗣	release_year	2004	2013	legacy
70	c72	远野志贵	cv	野島健児	未知	legacy
70	c72	远野志贵	work	月姬	月姫	legacy
70	c72	远野志贵	release_year	2000	1999	legacy
68	c74	爱尔奎特·布伦史塔德	cv	柚木涼香	未知	legacy
68	c74	爱尔奎特·布伦史塔德	work	月姬	月姫	legacy
68	c74	爱尔奎特·布伦史塔德	release_year	2000	1999	legacy
69	c75	希耶尔	cv	佐久間紅美	未知	legacy
69	c75	希耶尔	work	月姬	月姫	legacy
69	c75	希耶尔	release_year	2000	1999	legacy
73	c78	远野秋叶	cv	根谷美智子	未知	legacy
73	c78	远野秋叶	work	月姬	月姫	legacy
73	c78	远野秋叶	release_year	2000	1999	legacy
72	c80	琥珀	cv	高野直子	未知	legacy
72	c80	琥珀	work	月姬	月姫	legacy
72	c80	琥珀	release_year	2000	1999	legacy
71	c81	翡翠	cv	松来未祐	未知	legacy
71	c81	翡翠	work	月姬	月姫	legacy
71	c81	翡翠	release_year	2000	1999	legacy
181	c87	莲	cv	水橋かおり	未知	legacy
181	c87	莲	hair_color	蓝色	红色	legacy
181	c87	莲	hair_color_family	blue	red	legacy
181	c87	莲	work	月姬	歌月十夜	legacy
181	c87	莲	release_year	2000	2001	legacy
65	c3931	苍崎青子	cv	戸松遥	戸松 遥	legacy
65	c3931	苍崎青子	company	TYPE-MOON	HuneX	legacy
65	c3931	苍崎青子	release_year	2012	2011	legacy
66	c3928	久远寺有珠	cv	花澤香菜	花澤 香菜	legacy
66	c3928	久远寺有珠	company	TYPE-MOON	HuneX	legacy
66	c3928	久远寺有珠	release_year	2012	2011	legacy
67	c3929	静希草十郎	cv	梶裕貴	小林 裕介	legacy
67	c3929	静希草十郎	company	TYPE-MOON	HuneX	legacy
67	c3929	静希草十郎	release_year	2012	2011	legacy
346	c5838	苍崎橙子	cv	青木瑠璃子	青木 瑠璃子	legacy
346	c5838	苍崎橙子	company	TYPE-MOON	HuneX	legacy
346	c5838	苍崎橙子	release_year	2012	2011	legacy
75	c6487	牧濑红莉栖	cv	今井麻美	今井 麻美	legacy
75	c6487	牧濑红莉栖	hair_color	红色	棕色	legacy
75	c6487	牧濑红莉栖	hair_color_family	red	brown	legacy
75	c6487	牧濑红莉栖	work	STEINS;GATE	命运石之门	legacy
77	c6498	冈部伦太郎	cv	宮野真守	宮野 真守	legacy
77	c6498	冈部伦太郎	work	STEINS;GATE	命运石之门	legacy
80	c6492	阿万音铃羽	cv	田村ゆかり	田村 ゆかり	legacy
80	c6492	阿万音铃羽	work	STEINS;GATE	命运石之门	legacy
76	c6491	椎名真由理	cv	花澤香菜	花澤 香菜	legacy
76	c6491	椎名真由理	work	STEINS;GATE	命运石之门	legacy
81	c6493	桥田至	cv	関智一	関 智一	legacy
81	c6493	桥田至	work	STEINS;GATE	命运石之门	legacy
78	c6494	菲利斯·喵喵	cv	桃井はるこ	桃井 はるこ	legacy
78	c6494	菲利斯·喵喵	work	STEINS;GATE	命运石之门	legacy
79	c6497	漆原琉华	cv	小林ゆう	小林 ゆう	legacy
79	c6497	漆原琉华	work	STEINS;GATE	命运石之门	legacy
185	c6495	天王寺裕吾	cv	石丸博也	てらそま まさき	legacy
185	c6495	天王寺裕吾	hair_length	短发	未知	legacy
185	c6495	天王寺裕吾	work	STEINS;GATE	命运石之门 线性拘束的表征图	legacy
185	c6495	天王寺裕吾	release_year	2009	2013	legacy
186	c15469	天王寺绹	cv	谷井あすか	山本 彩乃	legacy
186	c15469	天王寺绹	hair_color	棕色	紫色	legacy
186	c15469	天王寺绹	hair_color_family	brown	purple	legacy
186	c15469	天王寺绹	work	STEINS;GATE	命运石之门 线性拘束的表征图	legacy
186	c15469	天王寺绹	release_year	2009	2013	legacy
97	c12973	冬马和纱	cv	生天目仁美	生天目 仁美	legacy
97	c12973	冬马和纱	work	WHITE ALBUM 2	白色相簿2	legacy
97	c12973	冬马和纱	company	Leaf	AQUAPLUS	legacy
96	c10973	小木曾雪菜	cv	米澤円	米澤 円	legacy
96	c10973	小木曾雪菜	work	WHITE ALBUM 2	白色相簿2	legacy
96	c10973	小木曾雪菜	company	Leaf	AQUAPLUS	legacy
98	c12978	北原春希	cv	水島大宙	水島 大宙	legacy
98	c12978	北原春希	work	WHITE ALBUM 2	白色相簿2	legacy
98	c12978	北原春希	company	Leaf	AQUAPLUS	legacy
99	c12974	和泉千晶	cv	竹達彩奈	羽吹 梨里	legacy
99	c12974	和泉千晶	work	WHITE ALBUM 2	白色相簿2	legacy
99	c12974	和泉千晶	company	Leaf	AQUAPLUS	legacy
210	c12975	杉浦小春	cv	米澤円	永田 依子	legacy
210	c12975	杉浦小春	work	WHITE ALBUM 2	白色相簿2	legacy
210	c12975	杉浦小春	company	Leaf	AQUAPLUS	legacy
211	c12976	风冈麻理	cv	生天目仁美	浅川 悠	legacy
211	c12976	风冈麻理	work	WHITE ALBUM 2	白色相簿2	legacy
211	c12976	风冈麻理	company	Leaf	AQUAPLUS	legacy
628	c96	白银武	cv	笹本優子	笹本 優子	legacy
628	c96	白银武	company	âge	アージュ	legacy
628	c96	白银武	release_year	2003	2002	legacy
645	c177	鉴纯夏	cv	栗林みな実	栗林 みな実	legacy
645	c177	鉴纯夏	hair_color	白色	灰色	legacy
645	c177	鉴纯夏	hair_color_family	white	gray	legacy
645	c177	鉴纯夏	work	Muv-Luv	マブラヴ　オルタネイティヴ	legacy
645	c177	鉴纯夏	company	âge	アージュ	legacy
645	c177	鉴纯夏	release_year	2003	2006	legacy
219	c104	御剑冥夜	cv	奥島和美	奥田 秋	legacy
219	c104	御剑冥夜	company	âge	アージュ	legacy
219	c104	御剑冥夜	release_year	2003	2002	legacy
631	c123	彩峰慧	cv	吉野なつき	吉野 なつき	legacy
631	c123	彩峰慧	company	âge	アージュ	legacy
631	c123	彩峰慧	release_year	2003	2002	legacy
220	c115	榊千鹤	cv	友永朱音	高柳 香帆	legacy
220	c115	榊千鹤	company	âge	アージュ	legacy
220	c115	榊千鹤	release_year	2003	2002	legacy
633	c130	珠濑壬姬	cv	北都南	北都 南	legacy
633	c130	珠濑壬姬	hair_color	粉色	绿色	legacy
633	c130	珠濑壬姬	hair_color_family	pink	green	legacy
633	c130	珠濑壬姬	company	âge	アージュ	legacy
633	c130	珠濑壬姬	release_year	2003	2002	legacy
119	c150	篁唯依	cv	名塚佳織	中原 麻衣	legacy
119	c150	篁唯依	hair_color	黑色	棕色	legacy
119	c150	篁唯依	hair_color_family	black	brown	legacy
119	c150	篁唯依	work	Muv-Luv Alternative	マブラヴ オルタネイティヴ トータル・イクリプス	legacy
119	c150	篁唯依	company	âge	MAGES.	legacy
119	c150	篁唯依	release_year	2006	2007	legacy
126	c3786	前原圭一	cv	保志総一朗	保志 総一朗	legacy
126	c3786	前原圭一	work	寒蝉鸣泣之时	寒蝉鸣泣之时 出题篇	legacy
125	c3787	龙宫礼奈	cv	中原麻衣	中原 麻衣	legacy
125	c3787	龙宫礼奈	hair_color	橙色	蓝色	legacy
125	c3787	龙宫礼奈	hair_color_family	orange	blue	legacy
125	c3787	龙宫礼奈	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
125	c3787	龙宫礼奈	release_year	2002	2004	legacy
127	c3788	园崎魅音	cv	雪野五月	雪野 五月	legacy
127	c3788	园崎魅音	work	寒蝉鸣泣之时	寒蝉鸣泣之时 出题篇	legacy
128	c3814	园崎诗音	cv	雪野五月	雪野 五月	legacy
128	c3814	园崎诗音	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
128	c3814	园崎诗音	release_year	2002	2004	legacy
129	c3790	古手梨花	cv	田村ゆかり	田村 ゆかり	legacy
129	c3790	古手梨花	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
129	c3790	古手梨花	release_year	2002	2004	legacy
130	c3789	北条沙都子	cv	かないみか	かない みか	legacy
130	c3789	北条沙都子	work	寒蝉鸣泣之时	寒蝉鸣泣之时 出题篇	legacy
131	c3817	羽入	cv	堀江由衣	堀江 由衣	legacy
131	c3817	羽入	hair_color	白色	红色	legacy
131	c3817	羽入	hair_color_family	white	red	legacy
131	c3817	羽入	work	寒蝉鸣泣之时	ひぐらしのなく頃に: Console Arcs	legacy
131	c3817	羽入	release_year	2002	2007	legacy
193	c3861	鹰野三四	cv	伊藤美紀	伊藤 美紀	legacy
193	c3861	鹰野三四	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
193	c3861	鹰野三四	release_year	2002	2004	legacy
192	c3848	富竹次郎	cv	川本成	大川 透	legacy
192	c3848	富竹次郎	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
192	c3848	富竹次郎	release_year	2002	2004	legacy
190	c3828	入江京介	cv	関俊彦	関 俊彦	legacy
190	c3828	入江京介	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
190	c3828	入江京介	release_year	2002	2004	legacy
191	c3829	大石藏人	work	寒蝉鸣泣之时	寒蝉鸣泣之时 出题篇	legacy
132	c3813	赤坂卫	cv	子安武人	小野 大輔	legacy
132	c3813	赤坂卫	work	寒蝉鸣泣之时	寒蝉鸣泣之时 出题篇	legacy
133	c196	右代宫战人	cv	小野大輔	小野 大輔	legacy
134	c1340	贝阿朵莉切	cv	大原さやか	大原 さやか	legacy
135	c13708	右代宫缘寿	cv	佐藤利奈	佐藤 利奈	legacy
136	c197	右代宫朱志香	cv	井上麻里奈	井上 麻里奈	legacy
194	c198	右代宫让治	cv	鈴村健一	鈴村 健一	legacy
795	c13709	古户绘梨花	cv	桑谷夏子	桑谷 夏子	legacy
795	c13709	古户绘梨花	work	海猫鸣泣之时	海猫鸣泣之时散	legacy
197	c205	嘉音	cv	小林ゆう	小林 ゆう	legacy
196	c202	纱音	cv	釘宮理恵	釘宮 理恵	legacy
137	c199	玛利亚	cv	堀江由衣	堀江 由衣	legacy
82	c66	沙耶	cv	川村みどり	川村 みどり	legacy
82	c66	沙耶	hair_color	白色	绿色	legacy
82	c66	沙耶	hair_color_family	white	green	legacy
82	c66	沙耶	company	Nitroplus	あそべる！ ＢＤゲーム	legacy
598	c515	凯伊姆·阿斯托利亚	cv	大石恵三	大石 恵三	legacy
598	c515	凯伊姆·阿斯托利亚	company	August	オーガスト	legacy
598	c515	凯伊姆·阿斯托利亚	release_year	2011	2010	legacy
597	c514	尤斯蒂娅·阿斯托利亚	cv	森保しほ	森保 しほ	legacy
597	c514	尤斯蒂娅·阿斯托利亚	hair_color	粉色	紫色	legacy
597	c514	尤斯蒂娅·阿斯托利亚	hair_color_family	pink	purple	legacy
597	c514	尤斯蒂娅·阿斯托利亚	company	August	オーガスト	legacy
597	c514	尤斯蒂娅·阿斯托利亚	release_year	2011	2010	legacy
114	c524	艾莉丝·弗萝拉莉亚	cv	南條愛乃	篠宮 聖美	legacy
114	c524	艾莉丝·弗萝拉莉亚	company	August	オーガスト	legacy
114	c524	艾莉丝·弗萝拉莉亚	release_year	2011	2010	legacy
123	c567	风见雄二	cv	櫻井孝宏	未知	legacy
123	c567	风见雄二	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
123	c567	风见雄二	release_year	2011	2010	legacy
697	c569	榊由美子	cv	一色ヒカル	一色 ヒカル	legacy
697	c569	榊由美子	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
697	c569	榊由美子	release_year	2011	2010	legacy
218	c568	周防天音	cv	清水愛	雪見 そら	legacy
218	c568	周防天音	hair_color	酒红	蓝色	legacy
218	c568	周防天音	hair_color_family	red	blue	legacy
218	c568	周防天音	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
218	c568	周防天音	release_year	2011	2010	legacy
698	c571	松岛满	cv	羽仁麗	羽仁 麗	legacy
698	c571	松岛满	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
698	c571	松岛满	release_year	2011	2010	legacy
700	c577	入巢莳菜	cv	民安ともえ	民安 ともえ	legacy
700	c577	入巢莳菜	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
700	c577	入巢莳菜	release_year	2011	2010	legacy
699	c576	小岭幸	cv	岡村美佳沙	岡村 美佳沙	legacy
699	c576	小岭幸	hair_color	粉色	蓝色	legacy
699	c576	小岭幸	hair_color_family	pink	blue	legacy
699	c576	小岭幸	work	灰色的果实	灰色的果实 -LE FRUIT DE LA GRISAIA-	legacy
699	c576	小岭幸	release_year	2011	2010	legacy
124	c580	风见一姬	cv	水橋かおり	青山 ゆかり	legacy
124	c580	风见一姬	hair_color	白色	紫色	legacy
124	c580	风见一姬	hair_color_family	white	purple	legacy
124	c580	风见一姬	release_year	2012	2011	legacy
702	c579	春寺由梨亚	cv	楠鈴音	楠 鈴音	legacy
702	c579	春寺由梨亚	work	灰色的果实	灰色的迷宫	legacy
92	c411	哈克奥罗	cv	小山力也	小山 力也	legacy
92	c411	哈克奥罗	company	Leaf	AQUAPLUS	legacy
89	c412	艾露露	cv	柚木涼香	柚木 涼香	legacy
89	c412	艾露露	company	Leaf	AQUAPLUS	legacy
90	c413	阿露露	cv	沢城みゆき	沢城 みゆき	legacy
90	c413	阿露露	company	Leaf	AQUAPLUS	legacy
203	c8396	卡露拉	cv	田中敦子	田中 敦子	legacy
203	c8396	卡露拉	company	Leaf	AQUAPLUS	legacy
93	c37789	久远	cv	種田梨沙	種田 梨沙	legacy
93	c37789	久远	company	Aquaplus	AQUAPLUS	legacy
95	c37791	哈克	cv	藤原啓治	藤原 啓治	legacy
95	c37791	哈克	company	Aquaplus	AQUAPLUS	legacy
94	c37792	猫音	cv	水瀬いのり	水瀬 いのり	legacy
94	c37792	猫音	company	Aquaplus	AQUAPLUS	legacy
207	c37790	露露缇耶	cv	早見沙織	加隈 亜衣	legacy
207	c37790	露露缇耶	company	Aquaplus	AQUAPLUS	legacy
143	c51035	新海天	cv	種﨑敦美	沢澤 砂羽	legacy
143	c51035	新海天	hair_color	白色	紫色	legacy
143	c51035	新海天	hair_color_family	white	purple	legacy
143	c51035	新海天	company	PALETTE	ぱれっと	legacy
144	c51034	香坂春风	cv	山岡ゆり	渚 しろな	legacy
144	c51034	香坂春风	work	9-nine-春色春恋春熙风	9-nine-天色天歌天籁音	legacy
144	c51034	香坂春风	company	PALETTE	ぱれっと	legacy
144	c51034	香坂春风	release_year	2019	2018	legacy
145	c51036	结城希亚	cv	藤田茜	夏和小	legacy
145	c51036	结城希亚	work	9-nine-雪色雪花雪之痕	9-nine-天色天歌天籁音	legacy
145	c51036	结城希亚	company	PALETTE	ぱれっと	legacy
145	c51036	结城希亚	release_year	2020	2018	legacy
142	c51033	九条都	cv	福圓美里	澤田 なつ	legacy
142	c51033	九条都	hair_color	亚麻色	棕色	legacy
142	c51033	九条都	company	PALETTE	ぱれっと	legacy
83	c5875	神岸明	cv	日々野晴子	未知	legacy
83	c5875	神岸明	work	ToHeart	To Heart	legacy
172	c68282	水织静久	cv	佐藤利奈	小山 さほみ	legacy
