db_id	vndb_id	name	field	db_value	vndb_value	legacy
101	c4672	莉希安瑟丝	cv	あおきさやか	あおき さやか	legacy
103	c4675	时雨亚沙	cv	伊藤美紀	伊藤 美紀	legacy
103	c4675	时雨亚沙	hair_color	绿色	紫色	legacy
103	c4675	时雨亚沙	hair_color_family	green	purple	legacy
113	c1186	千堂瑛里华	cv	井上麻里奈	観村 咲子	legacy
113	c1186	千堂瑛里华	company	August	オーガスト	legacy
113	c1186	千堂瑛里华	release_year	2008	2007	legacy
116	c1594	新藤景	cv	岡田純子	桜井 美鈴	legacy
116	c1594	新藤景	work	ef - a fairy tale of the two.	悠久之翼	legacy
121	c94338	凉宫茜	cv	上原ともみ	上原 ともみ	legacy
121	c94338	凉宫茜	hair_color	橙色	绿色	legacy
121	c94338	凉宫茜	hair_color_family	orange	green	legacy
121	c94338	凉宫茜	company	âge	アージュ	legacy
140	c9952	羽山海己	cv	三橋加奈子	石川 乃奈	legacy
140	c9952	羽山海己	company	GIGA	戯画	legacy
140	c9952	羽山海己	release_year	2006	2005	legacy
147	c60021	深泽与一	cv	山本和臣	紅茶葉	legacy
147	c60021	深泽与一	hair_color	蓝色	红色	legacy
147	c60021	深泽与一	hair_color_family	blue	red	legacy
147	c60021	深泽与一	work	9-nine-九次九日九重色	9-nine-雪色雪花雪余痕	legacy
147	c60021	深泽与一	company	PALETTE	ぱれっと	legacy
147	c60021	深泽与一	release_year	2017	2020	legacy
149	c60022	成濑沙月	cv	武田華	ひな 葉月	legacy
149	c60022	成濑沙月	company	PALETTE	ぱれっと	legacy
150	c2942	仓田佐祐理	cv	川上とも子	川上 とも子	legacy
151	c2943	水濑秋子	cv	皆口裕子	皆口 裕子	legacy
155	c15852	芳野佑介	cv	緑川光	緑川 光	legacy
155	c15852	芳野佑介	work	CLANNAD	CLANNAD - 被光守望着的坡道	legacy
155	c15852	芳野佑介	release_year	2004	2008	legacy
156	c15854	柊胜平	cv	白石稔	白石 涼子	legacy
156	c15854	柊胜平	hair_color	金色	棕色	legacy
156	c15854	柊胜平	hair_color_family	blond	brown	legacy
156	c15854	柊胜平	work	CLANNAD	CLANNAD - 被光守望着的坡道	legacy
156	c15854	柊胜平	release_year	2004	2008	legacy
157	c15853	伊吹公子	cv	ゆかな	皆口 裕子	legacy
157	c15853	伊吹公子	work	CLANNAD	CLANNAD - 被光守望着的坡道	legacy
157	c15853	伊吹公子	release_year	2004	2008	legacy
159	c15863	冈崎直幸	cv	中村浩太郎	中 博史	legacy
163	c25336	椎名	cv	斎藤楓子	斎藤 楓子	legacy
163	c25336	椎名	hair_color	蓝色	红色	legacy
163	c25336	椎名	hair_color_family	blue	red	legacy
163	c25336	椎名	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
164	c25337	高松	cv	水島大宙	水島 大宙	legacy
164	c25337	高松	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
165	c25338	游佐	cv	牧野由依	牧野 由依	legacy
165	c25338	游佐	hair_color	金色	棕色	legacy
165	c25338	游佐	hair_color_family	blond	brown	legacy
165	c25338	游佐	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
166	c25339	野田	cv	高木俊	髙木 俊	legacy
166	c25339	野田	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
167	c25341	直井文人	cv	緒方恵美	緒方 恵美	legacy
167	c25341	直井文人	hair_color	绿色	红色	legacy
167	c25341	直井文人	hair_color_family	green	red	legacy
167	c25341	直井文人	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
168	c25342	藤卷	cv	増田裕生	増田 裕生	legacy
168	c25342	藤卷	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
169	c16285	松下护驒	cv	藤原啓治	徳本 英一郎	legacy
169	c16285	松下护驒	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
170	c34596	音无初音	cv	花澤香菜	中原 麻衣	legacy
170	c34596	音无初音	hair_color	橙色	红色	legacy
170	c34596	音无初音	hair_color_family	orange	red	legacy
170	c34596	音无初音	hair_length	短发	未知	legacy
170	c34596	音无初音	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
174	c68284	岬镜子	cv	若林直美	高本 めぐみ	legacy
183	c91	尼禄·卡欧斯	cv	中田譲治	未知	legacy
183	c91	尼禄·卡欧斯	work	月姬	月姫	legacy
183	c91	尼禄·卡欧斯	release_year	2000	1999	legacy
184	c6496	桐生萌郁	cv	後藤沙緒里	後藤 沙緒里	legacy
184	c6496	桐生萌郁	work	STEINS;GATE	命运石之门	legacy
187	c3816	园崎阿魉	cv	井上喜久子	尾小平 志津香	legacy
187	c3816	园崎阿魉	hair_length	长发	未知	legacy
187	c3816	园崎阿魉	work	寒蝉鸣泣之时	寒蝉鸣泣之时解	legacy
187	c3816	园崎阿魉	release_year	2002	2004	legacy
275	c5443	御堂	cv	保志総一朗	保志 総一朗	legacy
275	c5443	御堂	release_year	2011	2010	legacy
201	c269	右代宫秀吉	cv	小山力也	広瀬 正志	legacy
214	c4674	芙蓉枫	cv	後藤邑子	後藤 邑子	legacy
214	c4674	芙蓉枫	hair_color	橙色	蓝色	legacy
214	c4674	芙蓉枫	hair_color_family	orange	blue	legacy
215	c4677	枯叶	cv	伊藤美紀	日向 裕羅	legacy
216	c4678	麻弓百里香	cv	井上喜久子	井上 美紀	legacy
216	c4678	麻弓百里香	hair_color	灰色	红色	legacy
216	c4678	麻弓百里香	hair_color_family	gray	red	legacy
222	c4016	水越真子	cv	松岡由貴	松岡 由貴	legacy
222	c4016	水越真子	work	初音岛	D.C.～ダ・カーポ～	legacy
223	c4021	白河历	cv	松井菜桜子	西田 こむぎ	legacy
223	c4021	白河历	hair_color	粉色	蓝色	legacy
223	c4021	白河历	hair_color_family	pink	blue	legacy
223	c4021	白河历	work	初音岛	D.C.～ダ・カーポ～	legacy
226	c9992	雾岛圣	cv	冬馬由美	冬馬 由美	legacy
228	c9996	神尾晴子	cv	久川綾	久川 綾	legacy
229	c9997	橘敬介	cv	三木眞一郎	三木 眞一郎	legacy
230	c9998	土豆	cv	今野宏美	今野 宏美	legacy
230	c9998	土豆	hair_color	白色	黑色	legacy
230	c9998	土豆	hair_color_family	white	black	legacy
232	c21313	柳也	cv	神奈延年	神奈 延年	legacy
239	c15847	坂上鹰文	cv	未知	涼森 ちさと	legacy
239	c15847	坂上鹰文	work	CLANNAD	智代After ～It's a Wonderful Life～	legacy
239	c15847	坂上鹰文	release_year	2004	2005	legacy
241	c22633	幸村俊夫	cv	青野武	青野 武	legacy
241	c22633	幸村俊夫	work	CLANNAD	CLANNAD - 被光守望着的坡道	legacy
241	c22633	幸村俊夫	release_year	2004	2008	legacy
242	c22634	冈崎史乃	cv	麻生美代子	麻生 美代子	legacy
243	c33899	牡丹	cv	川名真知子	川名 真知子	legacy
243	c33899	牡丹	hair_color	棕色	黑色	legacy
243	c33899	牡丹	hair_color_family	brown	black	legacy
248	c149091	志麻贺津纪	cv	朴璐美	朴 璐美	legacy
252	c16639	西园美鸟	cv	荒井悠美	未知	legacy
252	c16639	西园美鸟	work	Little Busters!	リトルバスターズ！ＳＳ	legacy
252	c16639	西园美鸟	release_year	2007	2012	legacy
276	c5444	琪比摩斯	cv	鳴瀬静	鳴瀬 静	legacy
276	c5444	琪比摩斯	release_year	2011	2010	legacy
277	c6289	帕尼	cv	上田のりこ	上田 のりこ	legacy
277	c6289	帕尼	hair_color	粉色	绿色	legacy
277	c6289	帕尼	hair_color_family	pink	green	legacy
277	c6289	帕尼	release_year	2011	2010	legacy
278	c6290	志麻子	cv	渡邉佳美	渡邉 佳美	legacy
278	c6290	志麻子	release_year	2011	2010	legacy
281	c11222	吉耳	cv	若林直美	若林 直美	legacy
281	c11222	吉耳	release_year	2011	2010	legacy
282	c17426	盖纳吉·艾德阿鲁特维奇·卡瓦齐艾瓦	cv	坂巻学	坂巻 学	legacy
282	c17426	盖纳吉·艾德阿鲁特维奇·卡瓦齐艾瓦	release_year	2011	2010	legacy
284	c17428	亚斯茗	release_year	2011	2010	legacy
285	c138168	高砂	release_year	2011	2010	legacy
287	c138170	知子	release_year	2011	2010	legacy
288	c138171	路易斯	release_year	2011	2010	legacy
289	c138172	神户圭介	release_year	2011	2010	legacy
290	c138173	神户理香子	release_year	2011	2010	legacy
291	c138174	天神	release_year	2011	2010	legacy
292	c138175	天马	release_year	2011	2010	legacy
301	c151072	洲崎周一郎	release_year	2011	2010	legacy
304	c25331	渊田久子	cv	松浦チエ	松浦 チエ	legacy
304	c25331	渊田久子	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
305	c25332	查	cv	東地宏樹	東地 宏樹	legacy
305	c25332	查	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
306	c25333	入江美雪	cv	阿澄佳奈	阿澄 佳奈	legacy
306	c25333	入江美雪	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
307	c25334	TK	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
308	c25335	大山	cv	小林由美子	小林 由美子	legacy
308	c25335	大山	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
309	c25340	关根诗织	cv	加藤英美里	加藤 英美里	legacy
309	c25340	关根诗织	hair_color	橙色	蓝色	legacy
309	c25340	关根诗织	hair_color_family	orange	blue	legacy
309	c25340	关根诗织	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
310	c25343	竹山	cv	市来光弘	市来 光弘	legacy
310	c25343	竹山	hair_color	橙色	蓝色	legacy
310	c25343	竹山	hair_color_family	orange	blue	legacy
310	c25343	竹山	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
312	c34594	齐藤	cv	緑川光	緑川 光	legacy
312	c34594	齐藤	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
313	c34595	五十岚	cv	関智一	関 智一	legacy
313	c34595	五十岚	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
314	c34670	阳菜子	cv	由宇翼	由宇 翼	legacy
314	c34670	阳菜子	work	Angel Beats! (1st Beat)	Angel Beats! -1st beat-	legacy
315	c440	废墟猎人	cv	小野大輔	小野 大輔	legacy
315	c440	废墟猎人	work	planetarian ～星之梦～	planetarian～小小的星之梦～	legacy
318	c68280	加纳天善	cv	浜田洋平	浜田 洋平	legacy
320	c68285	鸣濑小鸠	cv	白石稔	白石 稔	legacy
320	c68285	鸣濑小鸠	hair_color	白色	灰色	legacy
320	c68285	鸣濑小鸠	hair_color_family	white	gray	legacy
321	c68286	稻荷	cv	鈴木このみ	鈴木 このみ	legacy
321	c68286	稻荷	hair_color	白色	紫色	legacy
321	c68286	稻荷	hair_color_family	white	purple	legacy
321	c68286	稻荷	hair_length	未知	短发	legacy
323	c72220	久岛鹭	cv	小若和郁那	小若 和郁那	legacy
324	c72286	空门蓝	cv	高森奈津美	高森 奈津美	legacy
324	c72286	空门蓝	hair_color	紫色	蓝色	legacy
324	c72286	空门蓝	hair_color_family	purple	blue	legacy
325	c72287	七海	cv	花澤香菜	花澤 香菜	legacy
325	c72287	七海	hair_color	棕色	黑色	legacy
325	c72287	七海	hair_color_family	brown	black	legacy
334	c50	咒腕的哈桑	cv	稲田徹	稲田 徹	legacy
334	c50	咒腕的哈桑	release_year	2004	2003	legacy
335	c51	间桐脏砚	cv	津嘉山正種	津嘉山 正種	legacy
335	c51	间桐脏砚	hair_color	未知	白色	legacy
335	c51	间桐脏砚	hair_color_family	unknown	white	legacy
335	c51	间桐脏砚	hair_length	未知	短发	legacy
335	c51	间桐脏砚	release_year	2004	2003	legacy
337	c54	阿尔托莉雅·潘德拉贡〔Alter〕	cv	川澄綾子	川澄 綾子	legacy
337	c54	阿尔托莉雅·潘德拉贡〔Alter〕	release_year	2004	2003	legacy
339	c41594	萤冢音子	cv	野田順子	野田 順子	legacy
339	c41594	萤冢音子	work	Fate/stay night	Fate/hollow ataraxia	legacy
339	c41594	萤冢音子	release_year	2004	2005	legacy
342	c41605	三枝由纪香	cv	中尾衣里	中尾 衣里	legacy
342	c41605	三枝由纪香	work	Fate/stay night	Fate/hollow ataraxia	legacy
342	c41605	三枝由纪香	release_year	2004	2005	legacy
343	c41606	莳寺枫	cv	結下みちる	結下 みちる	legacy
343	c41606	莳寺枫	work	Fate/stay night	Fate/hollow ataraxia	legacy
343	c41606	莳寺枫	release_year	2004	2005	legacy
344	c41607	冰室钟	cv	中川里江	中川 里江	legacy
344	c41607	冰室钟	work	Fate/stay night	Fate/hollow ataraxia	legacy
344	c41607	冰室钟	release_year	2004	2005	legacy
347	c6173	槻司鸢丸	cv	深町寿成	深町 寿成	legacy
347	c6173	槻司鸢丸	company	TYPE-MOON	HuneX	legacy
347	c6173	槻司鸢丸	release_year	2012	2011	legacy
348	c6174	久万梨金鹿	cv	安済知佳	安済 知佳	legacy
348	c6174	久万梨金鹿	company	TYPE-MOON	HuneX	legacy
348	c6174	久万梨金鹿	release_year	2012	2011	legacy
349	c6175	木乃美芳助	cv	梶川翔平	梶川 翔平	legacy
349	c6175	木乃美芳助	hair_color	红色	棕色	legacy
349	c6175	木乃美芳助	hair_color_family	red	brown	legacy
349	c6175	木乃美芳助	company	TYPE-MOON	HuneX	legacy
349	c6175	木乃美芳助	release_year	2012	2011	legacy
350	c6176	鲁格·贝奥武夫	cv	種﨑敦美	種﨑 敦美	legacy
350	c6176	鲁格·贝奥武夫	company	TYPE-MOON	HuneX	legacy
350	c6176	鲁格·贝奥武夫	release_year	2012	2011	legacy
351	c6177	梅·莉黛尔·阿切洛特	cv	高森奈津美	高森 奈津美	legacy
351	c6177	梅·莉黛尔·阿切洛特	hair_color	橙色	蓝色	legacy
351	c6177	梅·莉黛尔·阿切洛特	hair_color_family	orange	blue	legacy
351	c6177	梅·莉黛尔·阿切洛特	company	TYPE-MOON	HuneX	legacy
351	c6177	梅·莉黛尔·阿切洛特	release_year	2012	2011	legacy
352	c6178	周濑律架	cv	伊藤静	伊藤 静	legacy
352	c6178	周濑律架	company	TYPE-MOON	HuneX	legacy
352	c6178	周濑律架	release_year	2012	2011	legacy
353	c6179	周濑唯架	cv	松井暁波	松井 暁波	legacy
353	c6179	周濑唯架	company	TYPE-MOON	HuneX	legacy
353	c6179	周濑唯架	release_year	2012	2011	legacy
354	c6181	文柄咏梨	cv	手塚ヒロミチ	手塚  ヒロミチ	legacy
354	c6181	文柄咏梨	company	TYPE-MOON	HuneX	legacy
354	c6181	文柄咏梨	release_year	2012	2011	legacy
355	c22159	山城和树	cv	日野聡	日野 聡	legacy
355	c22159	山城和树	company	TYPE-MOON	HuneX	legacy
355	c22159	山城和树	release_year	2012	2011	legacy
356	c22160	土桔由里彦	cv	飛田展男	飛田 展男	legacy
356	c22160	土桔由里彦	hair_color	白色	黑色	legacy
356	c22160	土桔由里彦	hair_color_family	white	black	legacy
356	c22160	土桔由里彦	hair_length	未知	短发	legacy
356	c22160	土桔由里彦	company	TYPE-MOON	HuneX	legacy
356	c22160	土桔由里彦	release_year	2012	2011	legacy
357	c11277	米海尔·罗亚·巴尔达庸	hair_color	灰色	红色	legacy
357	c11277	米海尔·罗亚·巴尔达庸	hair_color_family	gray	red	legacy
357	c11277	米海尔·罗亚·巴尔达庸	work	月姬	月姫	legacy
357	c11277	米海尔·罗亚·巴尔达庸	release_year	2000	1999	legacy
358	c34173	远野四季	hair_color	白色	红色	legacy
358	c34173	远野四季	hair_color_family	white	red	legacy
358	c34173	远野四季	work	月姬	月姫	legacy
358	c34173	远野四季	release_year	2000	1999	legacy
359	c39258	猫姬	cv	未知	柚木 涼香	legacy
359	c39258	猫姬	work	月姬	MELTY BLOOD	legacy
359	c39258	猫姬	company	TYPE-MOON	フランスパン	legacy
359	c39258	猫姬	release_year	2000	2002	legacy
360	c39263	七夜志贵	cv	未知	野島 健児	legacy
360	c39263	七夜志贵	work	月姬	MELTY BLOOD	legacy
360	c39263	七夜志贵	company	TYPE-MOON	フランスパン	legacy
360	c39263	七夜志贵	release_year	2000	2002	legacy
365	c97423	漆原荣辅	cv	星野充昭	星野 充昭	legacy
365	c97423	漆原荣辅	work	STEINS;GATE	命运石之门	legacy
368	c69	高畠青海	cv	海原エレナ	海原 エレナ	legacy
368	c69	高畠青海	company	Nitroplus	あそべる！ ＢＤゲーム	legacy
374	c5874	藤田浩之	work	ToHeart	To Heart	legacy
375	c5876	长冈志保	work	ToHeart	To Heart	legacy
376	c5877	玛鲁芝	work	ToHeart	To Heart	legacy
377	c5878	保科智子	work	ToHeart	To Heart	legacy
378	c5879	来栖川芹香	work	ToHeart	To Heart	legacy
379	c5880	宫内蕾咪	work	ToHeart	To Heart	legacy
380	c5881	松原葵	work	ToHeart	To Heart	legacy
381	c5882	姬川琴音	hair_color	紫色	红色	legacy
381	c5882	姬川琴音	hair_color_family	purple	red	legacy
381	c5882	姬川琴音	work	ToHeart	To Heart	legacy
382	c5883	雏山理绪	work	ToHeart	To Heart	legacy
383	c5884	来栖川绫香	cv	未知	岩男 潤子	legacy
383	c5884	来栖川绫香	company	Leaf	AQUAPLUS	legacy
383	c5884	来栖川绫香	release_year	1997	1999	legacy
384	c5885	佐藤雅史	work	ToHeart	To Heart	legacy
387	c5888	塞莉欧	hair_color	橙色	棕色	legacy
387	c5888	塞莉欧	hair_color_family	orange	brown	legacy
387	c5888	塞莉欧	work	ToHeart	To Heart	legacy
399	c15061	河野贵明	company	Leaf	AQUAPLUS	legacy
404	c15071	小牧郁乃	cv	神崎ちろ	神崎 ちろ	legacy
404	c15071	小牧郁乃	work	ToHeart2	ToHeart2 AnotherDays	legacy
404	c15071	小牧郁乃	company	Leaf	AQUAPLUS	legacy
404	c15071	小牧郁乃	release_year	2004	2008	legacy
405	c15120	柚原春夏	cv	本多知恵子	本多 知恵子	legacy
405	c15120	柚原春夏	work	ToHeart2	ToHeart2 AnotherDays	legacy
405	c15120	柚原春夏	company	Leaf	AQUAPLUS	legacy
405	c15120	柚原春夏	release_year	2004	2008	legacy
406	c15122	向坂雄二	cv	鳥海浩輔	鳥海 浩輔	legacy
406	c15122	向坂雄二	hair_color	红色	棕色	legacy
406	c15122	向坂雄二	hair_color_family	red	brown	legacy
406	c15122	向坂雄二	company	Leaf	AQUAPLUS	legacy
408	c15124	伊露法	cv	萩原えみこ	萩原 えみこ	legacy
408	c15124	伊露法	company	Leaf	AQUAPLUS	legacy
410	c15131	吉冈千绘	cv	太田佳織	太田 佳織	legacy
410	c15131	吉冈千绘	hair_color	青色	蓝色	legacy
410	c15131	吉冈千绘	hair_color_family	cyan	blue	legacy
410	c15131	吉冈千绘	work	ToHeart2	ToHeart2 AnotherDays	legacy
410	c15131	吉冈千绘	company	Leaf	AQUAPLUS	legacy
410	c15131	吉冈千绘	release_year	2004	2008	legacy
411	c15132	山田满	cv	笠原あきら	笠原 あきら	legacy
411	c15132	山田满	work	ToHeart2	ToHeart2 AnotherDays	legacy
411	c15132	山田满	company	Leaf	AQUAPLUS	legacy
411	c15132	山田满	release_year	2004	2008	legacy
412	c15133	菜菜子	cv	阪田佳代	阪田 佳代	legacy
412	c15133	菜菜子	hair_color	粉色	紫色	legacy
412	c15133	菜菜子	hair_color_family	pink	purple	legacy
412	c15133	菜菜子	work	ToHeart2	ToHeart2 AnotherDays	legacy
412	c15133	菜菜子	company	Leaf	AQUAPLUS	legacy
412	c15133	菜菜子	release_year	2004	2008	legacy
415	c15137	江泽香澄	cv	安田未央	安田 未央	legacy
415	c15137	江泽香澄	company	Leaf	AQUAPLUS	legacy
418	c416	睦美	cv	釘宮理恵	釘宮 理恵	legacy
418	c416	睦美	hair_color	灰色	红色	legacy
418	c416	睦美	hair_color_family	gray	red	legacy
418	c416	睦美	company	Leaf	AQUAPLUS	legacy
419	c417	大神解放者	company	Leaf	AQUAPLUS	legacy
420	c8382	铁奥罗	cv	石川ひろあき	石川 ひろあき	legacy
420	c8382	铁奥罗	company	Leaf	AQUAPLUS	legacy
421	c8383	索波克	cv	雪野五月	雪野 五月	legacy
421	c8383	索波克	company	Leaf	AQUAPLUS	legacy
422	c8385	多利	cv	渡辺明乃	渡辺 明乃	legacy
422	c8385	多利	company	Leaf	AQUAPLUS	legacy
423	c8386	古拉	cv	渡辺明乃	渡辺 明乃	legacy
423	c8386	古拉	company	Leaf	AQUAPLUS	legacy
426	c8389	切奇纳罗	cv	太田哲治	太田 哲治	legacy
426	c8389	切奇纳罗	company	Leaf	AQUAPLUS	legacy
427	c8390	努万基	cv	吉野裕行	吉野 裕行	legacy
427	c8390	努万基	hair_color	灰色	蓝色	legacy
427	c8390	努万基	hair_color_family	gray	blue	legacy
427	c8390	努万基	company	Leaf	AQUAPLUS	legacy
428	c8391	萨桑迪	cv	大川透	大川 透	legacy
428	c8391	萨桑迪	company	Leaf	AQUAPLUS	legacy
429	c8392	殷卡拉	cv	大川透	大川 透	legacy
429	c8392	殷卡拉	company	Leaf	AQUAPLUS	legacy
430	c8393	蒙特	cv	白熊寛嗣	白熊 寛嗣	legacy
430	c8393	蒙特	hair_color	灰色	蓝色	legacy
430	c8393	蒙特	hair_color_family	gray	blue	legacy
430	c8393	蒙特	company	Leaf	AQUAPLUS	legacy
431	c8394	沃贝	cv	大木民夫	大木 民夫	legacy
431	c8394	沃贝	hair_color	白色	蓝色	legacy
431	c8394	沃贝	hair_color_family	white	blue	legacy
431	c8394	沃贝	company	Leaf	AQUAPLUS	legacy
432	c8398	尼维尔	cv	秋元羊介	秋元 羊介	legacy
432	c8398	尼维尔	hair_color	灰色	棕色	legacy
432	c8398	尼维尔	hair_color_family	gray	brown	legacy
432	c8398	尼维尔	company	Leaf	AQUAPLUS	legacy
433	c8399	库娅	cv	富坂晶	富坂 晶	legacy
433	c8399	库娅	company	Leaf	AQUAPLUS	legacy
434	c8400	纱雅	cv	水橋かおり	水橋 かおり	legacy
434	c8400	纱雅	company	Leaf	AQUAPLUS	legacy
435	c8401	源次丸	cv	飯塚昭三	飯塚 昭三	legacy
435	c8401	源次丸	hair_color	灰色	棕色	legacy
435	c8401	源次丸	hair_color_family	gray	brown	legacy
435	c8401	源次丸	company	Leaf	AQUAPLUS	legacy
436	c8402	哈维恩库亚	cv	渡辺明乃	渡辺 明乃	legacy
436	c8402	哈维恩库亚	hair_color	蓝色	红色	legacy
436	c8402	哈维恩库亚	hair_color_family	blue	red	legacy
436	c8402	哈维恩库亚	company	Leaf	AQUAPLUS	legacy
437	c8403	飞燕	cv	野島裕史	野島 裕史	legacy
437	c8403	飞燕	company	Leaf	AQUAPLUS	legacy
438	c8404	奥利卡坎	company	Leaf	AQUAPLUS	legacy
439	c8405	迪利霍莱	cv	加藤将之	加藤 将之	legacy
439	c8405	迪利霍莱	company	Leaf	AQUAPLUS	legacy
440	c8406	斯欧卡斯	cv	近藤孝行	近藤 孝行	legacy
440	c8406	斯欧卡斯	company	Leaf	AQUAPLUS	legacy
441	c8407	波纳霍伊	cv	近藤孝行	近藤 孝行	legacy
441	c8407	波纳霍伊	company	Leaf	AQUAPLUS	legacy
442	c8408	坎赫鲁达利	cv	最上嗣生	最上 嗣生	legacy
442	c8408	坎赫鲁达利	company	Leaf	AQUAPLUS	legacy
443	c8409	德伊	cv	池田秀一	池田 秀一	legacy
443	c8409	德伊	hair_color	白色	红色	legacy
443	c8409	德伊	hair_color_family	white	red	legacy
443	c8409	德伊	company	Leaf	AQUAPLUS	legacy
444	c8410	命	cv	柚木涼香	柚木 涼香	legacy
444	c8410	命	hair_color	绿色	棕色	legacy
444	c8410	命	hair_color_family	green	brown	legacy
444	c8410	命	company	Leaf	AQUAPLUS	legacy
447	c8413	穆库鲁	cv	下山吉光	下山 吉光	legacy
447	c8413	穆库鲁	company	Leaf	AQUAPLUS	legacy
448	c45904	芙米露露	cv	未知	儀武 ゆう子	legacy
448	c45904	芙米露露	work	传颂之物	传颂之物3：二人的白皇	legacy
448	c45904	芙米露露	company	Leaf	AQUAPLUS	legacy
448	c45904	芙米露露	release_year	2002	2016	legacy
449	c88333	卡姆查塔尔	cv	田口宏子	田口 宏子	legacy
449	c88333	卡姆查塔尔	company	Leaf	AQUAPLUS	legacy
450	c37793	奥修托尔	cv	利根健太朗	利根 健太朗	legacy
450	c37793	奥修托尔	company	Aquaplus	AQUAPLUS	legacy
451	c37794	右近	cv	利根健太朗	利根 健太朗	legacy
451	c37794	右近	company	Aquaplus	AQUAPLUS	legacy
452	c37795	麻吕吕	cv	杉山大	杉山 大	legacy
452	c37795	麻吕吕	work	传颂之物 虚伪的假面	传颂之物3：二人的白皇	legacy
452	c37795	麻吕吕	company	Aquaplus	AQUAPLUS	legacy
452	c37795	麻吕吕	release_year	2015	2016	legacy
453	c37796	𫛭	cv	山本希望	山本 希望	legacy
453	c37796	𫛭	company	Aquaplus	AQUAPLUS	legacy
454	c37797	扇	cv	櫻井孝宏	櫻井 孝宏	legacy
454	c37797	扇	company	Aquaplus	AQUAPLUS	legacy
455	c37798	亚库托瓦尔特	cv	江口拓也	江口 拓也	legacy
455	c37798	亚库托瓦尔特	hair_color	青色	紫色	legacy
455	c37798	亚库托瓦尔特	hair_color_family	cyan	purple	legacy
455	c37798	亚库托瓦尔特	company	Aquaplus	AQUAPLUS	legacy
456	c37799	诗诺农	cv	久野美咲	久野 美咲	legacy
456	c37799	诗诺农	company	Aquaplus	AQUAPLUS	legacy
457	c37801	御雷	cv	内田夕夜	内田 夕夜	legacy
457	c37801	御雷	work	传颂之物 虚伪的假面	传颂之物3：二人的白皇	legacy
457	c37801	御雷	company	Aquaplus	AQUAPLUS	legacy
457	c37801	御雷	release_year	2015	2016	legacy
458	c37802	雷光	cv	置鮎龍太郎	置鮎 龍太郎	legacy
458	c37802	雷光	work	传颂之物 虚伪的假面	传颂之物3：二人的白皇	legacy
458	c37802	雷光	company	Aquaplus	AQUAPLUS	legacy
458	c37802	雷光	release_year	2015	2016	legacy
459	c37804	裘鲁	cv	村瀬歩	村瀬 歩	legacy
459	c37804	裘鲁	company	Aquaplus	AQUAPLUS	legacy
460	c37805	安洁	cv	赤﨑千夏	赤﨑 千夏	legacy
460	c37805	安洁	work	传颂之物 虚伪的假面	传颂之物3：二人的白皇	legacy
460	c37805	安洁	company	Aquaplus	AQUAPLUS	legacy
460	c37805	安洁	release_year	2015	2016	legacy
461	c37806	宗近	cv	早見沙織	早見 沙織	legacy
461	c37806	宗近	work	传颂之物 虚伪的假面	传颂之物3：二人的白皇	legacy
461	c37806	宗近	company	Aquaplus	AQUAPLUS	legacy
461	c37806	宗近	release_year	2015	2016	legacy
463	c39106	萨拉娜	cv	佐倉綾音	佐倉 綾音	legacy
463	c39106	萨拉娜	hair_color	白色	棕色	legacy
463	c39106	萨拉娜	hair_color_family	white	brown	legacy
463	c39106	萨拉娜	company	Aquaplus	AQUAPLUS	legacy
464	c49653	欧西斯	cv	菊池幸利	菊池 幸利	legacy
464	c49653	欧西斯	hair_color	绿色	棕色	legacy
464	c49653	欧西斯	hair_color_family	green	brown	legacy
464	c49653	欧西斯	work	传颂之物 虚伪的假面	传颂之物3：二人的白皇	legacy
464	c49653	欧西斯	company	Aquaplus	AQUAPLUS	legacy
464	c49653	欧西斯	release_year	2015	2016	legacy
465	c52570	沃金	cv	未知	佐々木義人	legacy
465	c52570	沃金	work	传颂之物 虚伪的假面	传颂之物3：二人的白皇	legacy
465	c52570	沃金	company	Aquaplus	AQUAPLUS	legacy
465	c52570	沃金	release_year	2015	2016	legacy
466	c52604	七理夜	cv	三宅麻理恵	三宅 麻理恵	legacy
466	c52604	七理夜	company	Aquaplus	AQUAPLUS	legacy
467	c52605	迪科嘭嘭	cv	大川透	大川 透	legacy
